"","Assembly.Accession","Assembly.Level","Assembly.Stats.Contig.N50","Assembly.Stats.Scaffold.N50","Organism.Name","Assembly.Submission.Date","file"
"25","GCA_015052405.1","Scaffold",8227,16859,"Altolamprologus calvus","2020-10-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015052405.1/GCA_015052405.1_IOE3.scf_genomic.fna"
"625","GCA_015052425.1","Scaffold",10150,18115,"Pseudosimochromis curvifrons","2020-10-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015052425.1/GCA_015052425.1_AYC7.scf_genomic.fna"
"216","GCA_015052445.1","Scaffold",10175,23055,"Cyprichromis zonatus","2020-10-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015052445.1/GCA_015052445.1_GPC9.scf_genomic.fna"
"217","GCA_015052485.1","Scaffold",6093,14052,"Lamprologus ocellatus","2020-10-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015052485.1/GCA_015052485.1_ILD3.scf_genomic.fna"
"218","GCA_015052505.1","Scaffold",7499,20610,"Gnathochromis pfefferi","2020-10-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015052505.1/GCA_015052505.1_AWB7.scf_genomic.fna"
"626","GCA_015052525.1","Scaffold",6620,19141,"Petrochromis sp. 'orthognathus ikola' AB-2019","2020-10-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015052525.1/GCA_015052525.1_LFA8.scf_genomic.fna"
"423","GCA_015052545.1","Scaffold",9800,18683,"Neolamprologus devosi","2020-10-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015052545.1/GCA_015052545.1_LEH2.scf_genomic.fna"
"627","GCA_015052565.1","Scaffold",11713,24859,"Pseudosimochromis marginatus","2020-10-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015052565.1/GCA_015052565.1_KCE7.scf_genomic.fna"
"26","GCA_015052645.1","Scaffold",6902,27758,"Benitochromis conjunctus","2020-10-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015052645.1/GCA_015052645.1_JWE4.scf_genomic.fna"
"27","GCA_015052665.1","Scaffold",7784,25160,"Apistogramma diplotaenia","2020-10-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015052665.1/GCA_015052665.1_JWD9.scf_genomic.fna"
"219","GCA_015052685.1","Scaffold",11439,20303,"Julidochromis sp. 'unterfels' AB-2019","2020-10-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015052685.1/GCA_015052685.1_JWA2.scf_genomic.fna"
"817","GCA_015052705.1","Scaffold",12405,24299,"Tropheus sp. 'black'","2020-10-28","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015052705.1/GCA_015052705.1_JVC3.scf_genomic.fna"
"28","GCA_015082035.1","Scaffold",803221,951958,"Chaenogobius annularis","2020-10-21","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015082035.1/GCA_015082035.1_agohaze_1_genomic.fna"
"29","GCA_015102055.1","Scaffold",7357,16938,"Chalinochromis brichardi","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102055.1/GCA_015102055.1_AVA9.scf_genomic.fna"
"1001","GCA_015102085.1","Scaffold",7992,16869,"Xenotilapia sima","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102085.1/GCA_015102085.1_IUF7.scf_genomic.fna"
"424","GCA_015102115.1","Scaffold",6445,15631,"Lepidiolamprologus elongatus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102115.1/GCA_015102115.1_AUG8.scf_genomic.fna"
"425","GCA_015102195.1","Scaffold",8402,17411,"Neolamprologus fasciatus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102195.1/GCA_015102195.1_AUE7.scf_genomic.fna"
"1002","GCA_015102225.1","Scaffold",10882,20963,"Variabilichromis moorii","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102225.1/GCA_015102225.1_AUC3.scf_genomic.fna"
"30","GCA_015102295.1","Scaffold",6878,16786,"Aulonocranus dewindti","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102295.1/GCA_015102295.1_AUA9.scf_genomic.fna"
"426","GCA_015102335.1","Scaffold",8563,18799,"Neolamprologus hecqui","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102335.1/GCA_015102335.1_A142.scf_genomic.fna"
"427","GCA_015102355.1","Scaffold",9382,19239,"Neolamprologus nigriventris","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102355.1/GCA_015102355.1_A108.scf_genomic.fna"
"818","GCA_015102415.1","Scaffold",11674,25843,"Tilapia brevimanus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102415.1/GCA_015102415.1_JWF9.scf_genomic.fna"
"428","GCA_015102515.1","Scaffold",6282,15928,"Neolamprologus sexfasciatus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102515.1/GCA_015102515.1_IND7.scf_genomic.fna"
"429","GCA_015102555.1","Scaffold",9657,19402,"Neolamprologus modestus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102555.1/GCA_015102555.1_IMH3.scf_genomic.fna"
"1003","GCA_015102635.1","Scaffold",8211,18402,"Xenotilapia nasus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102635.1/GCA_015102635.1_IMF8.scf_genomic.fna"
"430","GCA_015102675.1","Scaffold",7921,16758,"Neolamprologus obscurus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102675.1/GCA_015102675.1_IMA2.scf_genomic.fna"
"431","GCA_015102695.1","Scaffold",10025,18334,"Lepidiolamprologus kendalli","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102695.1/GCA_015102695.1_IMD1.scf_genomic.fna"
"819","GCA_015102735.1","Scaffold",6984,16681,"Telmatochromis temporalis","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102735.1/GCA_015102735.1_IMB4.scf_genomic.fna"
"31","GCA_015102775.1","Scaffold",8230,20326,"Benthochromis melanoides","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102775.1/GCA_015102775.1_ILG3.scf_genomic.fna"
"32","GCA_015102795.1","Scaffold",7795,15774,"Bathybates graueri","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102795.1/GCA_015102795.1_ILG7.scf_genomic.fna"
"33","GCA_015102815.1","Scaffold",8411,20481,"Benthochromis horii","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102815.1/GCA_015102815.1_ILF8.scf_genomic.fna"
"432","GCA_015102855.1","Scaffold",6398,16723,"Neolamprologus sp. 'kombe' AB-2019","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102855.1/GCA_015102855.1_ILE6.scf_genomic.fna"
"34","GCA_015102875.1","Scaffold",6491,11954,"Bathybates leo","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102875.1/GCA_015102875.1_ILF7.scf_genomic.fna"
"220","GCA_015102915.1","Scaffold",7872,15580,"Julidochromis sp. 'kombe' AB-2019","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102915.1/GCA_015102915.1_ILD9.scf_genomic.fna"
"433","GCA_015102955.1","Scaffold",7541,17668,"Neolamprologus mustax","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102955.1/GCA_015102955.1_ILB4.scf_genomic.fna"
"820","GCA_015102975.1","Scaffold",7514,16680,"Telmatochromis sp. 'lufubu' AB-2019","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015102975.1/GCA_015102975.1_HXC8.scf_genomic.fna"
"434","GCA_015103015.1","Scaffold",6608,13765,"Neolamprologus brevis","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103015.1/GCA_015103015.1_ILB6.scf_genomic.fna"
"435","GCA_015103035.1","Scaffold",8168,18816,"Neolamprologus calliurus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103035.1/GCA_015103035.1_ILA7.scf_genomic.fna"
"628","GCA_015103075.1","Scaffold",10058,16915,"Orthochromis indermauri","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103075.1/GCA_015103075.1_HXC6.scf_genomic.fna"
"221","GCA_015103095.1","Scaffold",9716,21953,"Haplochromis sp. Chipwa","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103095.1/GCA_015103095.1_HXC5.scf_genomic.fna"
"222","GCA_015103115.1","Scaffold",9288,20999,"Julidochromis transcriptus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103115.1/GCA_015103115.1_HFG1287.scf_genomic.fna"
"629","GCA_015103155.1","Scaffold",6733,20016,"Petrochromis fasciolatus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103155.1/GCA_015103155.1_GPH7.scf_genomic.fna"
"1004","GCA_015103175.1","Scaffold",6722,14233,"Xenotilapia sp. 'papilio sunflower'","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103175.1/GCA_015103175.1_GPF9.scf_genomic.fna"
"436","GCA_015103235.1","Scaffold",10117,19794,"Neolamprologus cylindricus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103235.1/GCA_015103235.1_GPH2.scf_genomic.fna"
"630","GCA_015103275.1","Scaffold",10563,20832,"Paracyprichromis nigripinnis","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103275.1/GCA_015103275.1_GPC4.scf_genomic.fna"
"631","GCA_015103295.1","Scaffold",3997,8315,"Ptychochromis oligocanthus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103295.1/GCA_015103295.1_FPO1.scf_genomic.fna"
"821","GCA_015103355.1","Scaffold",7736,21982,"Trematochromis benthicola","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103355.1/GCA_015103355.1_DMD1.scf_genomic.fna"
"35","GCA_015103395.1","Scaffold",7844,15931,"Callochromis macrops","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103395.1/GCA_015103395.1_BND5.scf_genomic.fna"
"223","GCA_015103415.1","Scaffold",8477,15189,"Enantiopus melanogenys","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103415.1/GCA_015103415.1_BNC5.scf_genomic.fna"
"822","GCA_015103455.1","Scaffold",4100,6153,"Trematocara variabile","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103455.1/GCA_015103455.1_Bel33.scf_genomic.fna"
"36","GCA_015103475.1","Scaffold",6236,13770,"Cyprichromis sp. 'kibishi' AB-2019","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103475.1/GCA_015103475.1_Bel16.scf_genomic.fna"
"437","GCA_015103535.1","Scaffold",6680,12481,"Ophthalmotilapia heterodonta","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103535.1/GCA_015103535.1_Bel12.scf_genomic.fna"
"37","GCA_015103555.1","Scaffold",7255,14526,"Chalinochromis popelini","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103555.1/GCA_015103555.1_Bel09.scf_genomic.fna"
"1005","GCA_015103635.1","Scaffold",9422,17528,"Xenotilapia sp. 'kilesa' AB-2019","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103635.1/GCA_015103635.1_Bel01.scf_genomic.fna"
"38","GCA_015103655.1","Scaffold",7725,17001,"Cyathopharynx furcifer","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103655.1/GCA_015103655.1_AYE5.scf_genomic.fna"
"438","GCA_015103715.1","Scaffold",7442,16407,"Ophthalmotilapia nasuta","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103715.1/GCA_015103715.1_AXH8.scf_genomic.fna"
"39","GCA_015103775.1","Scaffold",8597,20823,"Ctenochromis horei","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103775.1/GCA_015103775.1_AXA7.scf_genomic.fna"
"1006","GCA_015103795.1","Scaffold",7181,15111,"Xenotilapia spiloptera","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103795.1/GCA_015103795.1_AXB5.scf_genomic.fna"
"439","GCA_015103815.1","Scaffold",7015,21625,"Limnotilapia dardennii","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103815.1/GCA_015103815.1_AWI5.scf_genomic.fna"
"632","GCA_015103915.1","Scaffold",6985,21185,"Petrochromis polyodon","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103915.1/GCA_015103915.1_AWB9.scf_genomic.fna"
"440","GCA_015103955.1","Scaffold",7519,16957,"Lepidiolamprologus attenuatus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015103955.1/GCA_015103955.1_AVG5.scf_genomic.fna"
"441","GCA_015104075.1","Scaffold",8405,18897,"Neolamprologus crassus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104075.1/GCA_015104075.1_IVF1.scf_genomic.fna"
"1007","GCA_015104175.1","Scaffold",8047,16943,"Xenotilapia bathyphilus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104175.1/GCA_015104175.1_IVB4.scf_genomic.fna"
"633","GCA_015104255.1","Scaffold",9377,18387,"Reganochromis calliurus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104255.1/GCA_015104255.1_IUI4.scf_genomic.fna"
"823","GCA_015104335.1","Scaffold",7084,10568,"Trematocara nigrifrons","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104335.1/GCA_015104335.1_IUE5.scf_genomic.fna"
"824","GCA_015104355.1","Scaffold",7524,12581,"Trematocara macrostoma","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104355.1/GCA_015104355.1_IUD9.scf_genomic.fna"
"40","GCA_015104405.1","Scaffold",8373,17371,"Bathybates fasciatus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104405.1/GCA_015104405.1_ITH3.scf_genomic.fna"
"442","GCA_015104465.1","Scaffold",7850,17227,"Neolamprologus christyi","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104465.1/GCA_015104465.1_ITG2.scf_genomic.fna"
"443","GCA_015104515.1","Scaffold",12577,25573,"Limnochromis staneri","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104515.1/GCA_015104515.1_ITA6.scf_genomic.fna"
"224","GCA_015104535.1","Scaffold",8427,20905,"Gnathochromis permaxillaris","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104535.1/GCA_015104535.1_ITA4.scf_genomic.fna"
"444","GCA_015104565.1","Scaffold",7877,24055,"Limnochromis auritus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104565.1/GCA_015104565.1_ITB1.scf_genomic.fna"
"445","GCA_015104595.1","Scaffold",9207,19398,"Lobochilotes labiatus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104595.1/GCA_015104595.1_ISD8.scf_genomic.fna"
"41","GCA_015104635.1","Scaffold",7919,18754,"Cyprichromis leptosoma","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104635.1/GCA_015104635.1_ISI2.scf_genomic.fna"
"42","GCA_015104655.1","Scaffold",8441,17144,"Altolamprologus compressiceps","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104655.1/GCA_015104655.1_ISC9.scf_genomic.fna"
"225","GCA_015104675.1","Scaffold",7535,17828,"Julidochromis ornatus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104675.1/GCA_015104675.1_ISC1.scf_genomic.fna"
"446","GCA_015104715.1","Scaffold",8575,15853,"Neolamprologus pulcher","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104715.1/GCA_015104715.1_ISB3.scf_genomic.fna"
"447","GCA_015104745.1","Scaffold",8508,19013,"Neolamprologus savoryi","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104745.1/GCA_015104745.1_ISA8.scf_genomic.fna"
"825","GCA_015104795.1","Scaffold",6980,11695,"Trematocara marginatum","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104795.1/GCA_015104795.1_ISA3.scf_genomic.fna"
"826","GCA_015104875.1","Scaffold",6771,17380,"Telmatochromis sp. 'shell' AB-2019","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104875.1/GCA_015104875.1_IRI8.scf_genomic.fna"
"43","GCA_015104895.1","Scaffold",5613,11410,"Altolamprologus sp. 'compressiceps shell' AB-2019","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104895.1/GCA_015104895.1_IRH2.scf_genomic.fna"
"448","GCA_015104955.1","Scaffold",5944,11588,"Neolamprologus multifasciatus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104955.1/GCA_015104955.1_IRF8.scf_genomic.fna"
"1008","GCA_015104975.1","Scaffold",5159,12215,"Xenotilapia singularis","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104975.1/GCA_015104975.1_IRD9.scf_genomic.fna"
"226","GCA_015104995.1","Scaffold",9729,18895,"Ectodus descampsii","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015104995.1/GCA_015104995.1_IRD7.scf_genomic.fna"
"227","GCA_015105015.1","Scaffold",9606,19482,"Julidochromis dickfeldi","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015105015.1/GCA_015105015.1_IRC4.scf_genomic.fna"
"228","GCA_015105035.1","Scaffold",5984,16378,"Julidochromis sp. 'regani south' AB-2019","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015105035.1/GCA_015105035.1_IRB8.scf_genomic.fna"
"449","GCA_015105095.1","Scaffold",6554,16149,"Lestradea perspicax","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015105095.1/GCA_015105095.1_IRA2.scf_genomic.fna"
"450","GCA_015105175.1","Scaffold",5802,14465,"Ophthalmotilapia ventralis","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015105175.1/GCA_015105175.1_IQD3.scf_genomic.fna"
"634","GCA_015105195.1","Scaffold",9218,21236,"Perissodus microlepis","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015105195.1/GCA_015105195.1_IQC4.scf_genomic.fna"
"635","GCA_015105235.1","Scaffold",7018,18184,"Paracyprichromis sp. 'brieni south' AB-2019","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015105235.1/GCA_015105235.1_IQB9.scf_genomic.fna"
"229","GCA_015105255.1","Scaffold",12456,25202,"Haplotaxodon microlepis","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015105255.1/GCA_015105255.1_IQB8.scf_genomic.fna"
"230","GCA_015105275.1","Scaffold",7150,19295,"Haplotaxodon trifasciatus","2020-10-29","/home/tine/PRDM9_teleost/Teleostei_assemblies/teleostei_assemblies_ncbi_01/ncbi_dataset/data/GCA_015105275.1/GCA_015105275.1_IQB6.scf_genomic.fna"
